text,rating,label,text_clean,text_final
"Memiliki waktu yang paling indah di Cocotinos, aku hanya telah memesan untuk empat hari tinggal sementara aku adalah tur Indonisia, staf membantu dan begitu menyenangkan dan itu jelas bahwa mereka telah dilatih untuk standar yang sangat tinggi, tidak berbicara banyak bahasa Inggris namun bahkan yang tidak menyebabkan masalah sama sekali. Makanan baru dibuat dan sangat baik - aku bisa jujur mengatakan itu semua yang saya inginkan. Saya akan merekomendasikan Cocotinos kepada siapa pun.

Gentles",5,Positif,memiliki waktu yang paling indah di cocotinos aku hanya telah memesan untuk empat hari tinggal sementara aku adalah tur indonisia staf membantu dan begitu menyenangkan dan itu jelas bahwa mereka telah dilatih untuk standar yang sangat tinggi tidak berbicara banyak bahasa inggris namun bahkan yang tidak menyebabkan masalah sama sekali makanan baru dibuat dan sangat baik aku bisa jujur mengatakan itu semua yang saya inginkan saya akan merekomendasikan cocotinos kepada siapa pun gentles,memiliki waktu paling indah cocotinos aku memesan empat hari tinggal aku tur indonisia staf membantu begitu menyenangkan jelas mereka telah dilatih standar sangat tinggi berbicara banyak bahasa inggris bahkan tidak menyebabkan masalah sama sekali makanan baru dibuat sangat baik aku jujur mengatakan itu semua inginkan saya akan merekomendasikan cocotinos siapa gentles
"Hotel dan menyelam pusat sangat baik dikelola dan benar-benar profesional! Semua komentar baik benar di sini! Sepadan dengan waktu dan uang! Pada kenyataannya, tempat ini telah ditambahkan ke tempat perjalanan tahunan kami!",5,Positif,hotel dan menyelam pusat sangat baik dikelola dan benarbenar profesional semua komentar baik benar di sini sepadan dengan waktu dan uang pada kenyataannya tempat ini telah ditambahkan ke tempat perjalanan tahunan kami,hotel menyelam pusat sangat baik dikelola benarbenar profesional semua komentar baik benar sini sepadan waktu uang kenyataannya tempat telah ditambahkan tempat perjalanan tahunan
"Kami tinggal di Cocotinos untuk 17 malam dan kami menikmati setiap hari. Operasi menyelam yang sangat baik. Semua staf ramah dan selalu memberikan yang terbaik untuk kenyamanan tamu. Anda tidak perlu mengurus gigi Anda, Anda hanya pergi menyelam - dan ketika Anda kembali ada handuk icecold diserahkan kepada Anda sebagai penyegaran! Makanan yang sangat baik, selama kami tinggal lama ada tidak satu hidangan, yang berulang. Spa sangat baik - jangan lewatkan untuk mendapatkan pijat seluruh badan! Kami akan kembali!",4,Positif,kami tinggal di cocotinos untuk malam dan kami menikmati setiap hari operasi menyelam yang sangat baik semua staf ramah dan selalu memberikan yang terbaik untuk kenyamanan tamu anda tidak perlu mengurus gigi anda anda hanya pergi menyelam dan ketika anda kembali ada handuk icecold diserahkan kepada anda sebagai penyegaran makanan yang sangat baik selama kami tinggal lama ada tidak satu hidangan yang berulang spa sangat baik jangan lewatkan untuk mendapatkan pijat seluruh badan kami akan kembali,tinggal cocotinos malam menikmati hari operasi menyelam sangat baik semua staf ramah selalu memberikan terbaik kenyamanan tamu tidak perlu mengurus gigi pergi menyelam ketika anda handuk icecold diserahkan anda penyegaran makanan sangat baik selama tinggal lama tidak satu hidangan berulang spa sangat baik jangan lewatkan mendapatkan pijat seluruh badan kami akan kembali
"Indah ceria staf dan layanan yang sangat baik!

Dan apa kejutan menyenangkan! Mereka ingat proposal suami saya pada tahun 2010 dan kami punya kue untuk mengucapkan selamat kepada kami pernikahan tahun ini. Ini adalah sedikit berpikir indah yang membawa sukacita kepada kami. 

Terima Anda begitu banyak kepada setiap staf di Cocotinos untuk membuat kami tinggal yang indah dan mengesankan. Kami akan kembali lagi.",5,Positif,indah ceria staf dan layanan yang sangat baik dan apa kejutan menyenangkan mereka ingat proposal suami saya pada tahun dan kami punya kue untuk mengucapkan selamat kepada kami pernikahan tahun ini ini adalah sedikit berpikir indah yang membawa sukacita kepada kami terima anda begitu banyak kepada setiap staf di cocotinos untuk membuat kami tinggal yang indah dan mengesankan kami akan kembali lagi,indah ceria staf layanan sangat baik apa kejutan menyenangkan ingat proposal suami pada tahun punya kue mengucapkan selamat pernikahan tahun ini sedikit berpikir indah membawa sukacita kami terima begitu banyak setiap staf cocotinos membuat kami tinggal indah mengesankan kami akan lagi
"Keseluruhan pengalaman yang fantastis. Kami penyelam dan fotografi bawah air dan tempat ini luar biasa. Menyelam panduan knowledgable, gigi adalah diurus sepanjang waktu, ada senapan untuk membersihkan perumahan kamera Anda dengan. Semua besar.

Banyak rumah karang dekat oleh dan hanya 30minutes bunaken dan diberi untuk dinding menyelam. Yang kecil ada adalah contoh saya menyelam dengan kapal swasta dan panduan. 

Kamar besar. Besar, semi kamar mandi luar, udara con, tetapi tidak ada tv. Ada Internet di udara terbuka ruang makan. Kami memiliki masalah dengan akses di kali. 

Resor ini adalah tepat di tepi air dukungan ke kota/desa. Ada ayam jantan penduduk di sekitar 4: 30 pagi dan Anda untuk mendapatkan PA sistem doa-doa juga dari desa. Sayangnya ini adalah Aldo at 4: 30 am jadi jika Anda tidak terbiasa dengan hal itu mungkin satu set jika telinga plugs. Tapi untuk segala sesuatu yang lain membuat keseluruhan pengalaman.

Dan jika Anda pikir ini adalah salah satu dari orang-orang liburan menyelam di mana Anda mungkin kehilangan berat badan karena latihan, lupa di sini. Makanan menakjubkan. Semua substansial, bervariasi dan super segar.",5,Positif,keseluruhan pengalaman yang fantastis kami penyelam dan fotografi bawah air dan tempat ini luar biasa menyelam panduan knowledgable gigi adalah diurus sepanjang waktu ada senapan untuk membersihkan perumahan kamera anda dengan semua besar banyak rumah karang dekat oleh dan hanya minutes bunaken dan diberi untuk dinding menyelam yang kecil ada adalah contoh saya menyelam dengan kapal swasta dan panduan kamar besar besar semi kamar mandi luar udara con tetapi tidak ada tv ada internet di udara terbuka ruang makan kami memiliki masalah dengan akses di kali resor ini adalah tepat di tepi air dukungan ke kotadesa ada ayam jantan penduduk di sekitar pagi dan anda untuk mendapatkan pa sistem doadoa juga dari desa sayangnya ini adalah aldo at am jadi jika anda tidak terbiasa dengan hal itu mungkin satu set jika telinga plugs tapi untuk segala sesuatu yang lain membuat keseluruhan pengalaman dan jika anda pikir ini adalah salah satu dari orangorang liburan menyelam di mana anda mungkin kehilangan berat badan karena latihan lupa di sini makanan menakjubkan semua substansial bervariasi dan super segar,keseluruhan pengalaman fantastis penyelam fotografi bawah air tempat luar biasa menyelam panduan knowledgable gigi diurus sepanjang waktu senapan membersihkan perumahan kamera semua besar banyak rumah karang dekat minutes bunaken diberi dinding menyelam kecil adalah contoh menyelam kapal swasta panduan kamar besar besar semi kamar mandi luar udara con tv internet udara terbuka ruang makan memiliki masalah akses kali resor adalah tepat tepi air dukungan kotadesa ayam jantan penduduk sekitar pagi mendapatkan pa sistem doadoa desa sayangnya adalah aldo at am jadi tidak terbiasa dengan hal mungkin satu set telinga plugs untuk segala yang membuat keseluruhan pengalaman jika anda pikir adalah salah satu dari orangorang liburan menyelam mana anda mungkin kehilangan berat badan latihan lupa sini makanan menakjubkan semua substansial bervariasi dan super segar
"Tinggal di Cocotinos Manado untuk layanan pertama waktu & dihadapi yang terbaik dalam segala hal - dari pusat menyelam kepada staf layanan di resor.

Berbicara kepada Martinus, GM, dan ketika dia menjelaskan layanan filsafat, aku bisa melihat dengan cara itu melampaui melalui semua staf. Dengan alasan yang baik, kamar yang dirancang dengan baik dan yang paling penting, aku pergi dengan perasaan seperti bagian dari keluarga Cocotinos.

Makanan yang baik, dan satu malam, kami bahkan memiliki Bali makanan (dimasak courtesy of Martinus' istri). Hal-hal kecil yang menghitung dalam membuat Anda merasa seperti baik tampak-setelah tamu dan di sini, mereka melakukan semua hal kecil di kanan. Aku menyukainya begitu banyak aku akan kembali lagi pada bulan September dan tidak bisa menunggu!",5,Positif,tinggal di cocotinos manado untuk layanan pertama waktu dihadapi yang terbaik dalam segala hal dari pusat menyelam kepada staf layanan di resor berbicara kepada martinus gm dan ketika dia menjelaskan layanan filsafat aku bisa melihat dengan cara itu melampaui melalui semua staf dengan alasan yang baik kamar yang dirancang dengan baik dan yang paling penting aku pergi dengan perasaan seperti bagian dari keluarga cocotinos makanan yang baik dan satu malam kami bahkan memiliki bali makanan dimasak courtesy of martinus istri halhal kecil yang menghitung dalam membuat anda merasa seperti baik tampaksetelah tamu dan di sini mereka melakukan semua hal kecil di kanan aku menyukainya begitu banyak aku akan kembali lagi pada bulan september dan tidak bisa menunggu,tinggal cocotinos manado layanan pertama waktu dihadapi terbaik segala pusat menyelam staf layanan resor berbicara martinus gm ketika menjelaskan layanan filsafat aku melihat cara melampaui melalui semua staf alasan baik kamar dirancang baik paling penting aku pergi perasaan bagian dari keluarga cocotinos makanan baik satu malam bahkan memiliki bali makanan dimasak courtesy of martinus istri halhal kecil yang menghitung membuat merasa baik tampaksetelah tamu sini melakukan semua kecil di kanan aku menyukainya banyak aku kembali pada bulan september tidak menunggu
Menyelam dengan tim yang fantastis. Menyelam panduan yang profesional dan selalu ada untuk membuat setiap menyelam khusus dan mengesankan. Resor staf yang sama sekali kali lebih dari bersedia untuk pergi keluar dari jalan mereka untuk membuat kita tetap nyaman.,4,Positif,menyelam dengan tim yang fantastis menyelam panduan yang profesional dan selalu ada untuk membuat setiap menyelam khusus dan mengesankan resor staf yang sama sekali kali lebih dari bersedia untuk pergi keluar dari jalan mereka untuk membuat kita tetap nyaman,menyelam tim fantastis menyelam panduan profesional selalu membuat menyelam khusus mengesankan resor staf sama sekali kali lebih bersedia untuk pergi keluar jalan untuk membuat tetap nyaman
"Aku tinggal bersama keluarga saya sebagai bagian dari kelompok menyelam 15 pada pertengahan Februari. Meskipun ini adalah musim hujan (dari puncak harga) dan hujan 2 dari 4 hari menyelam, kami mampu melakukan semua menyelam kami direncanakan (3 kali menyelam hari + malam/Mandarin ikan menyelam) dan viz cukup baik. Lokasi sangat bagus - pendek 30 min perahu penyelaman ke fantastis Bunaken menyelam situs yang kelas dunia. Kami melihat laut berdaun naga, raksasa kura-kura laut, belut, ikan kalajengking, kecil kepiting dan udang - membawa kamera yang bagus dengan lensa makro. Menyelam operasi top-notch - sangat terorganisir, yang dijalankan dengan baik. Ada 1 divemaster setiap penyelam 2-4. Mereka juga sangat memperhatikan beberapa pemula dalam kelompok kami. Satu-satunya adalah memeriksa kebocoran gas di tank - o-ring harus berubah beberapa kali sebelum menyelam kami. 

Resor sangat santai, menyenangkan dan sangat ramah staf penuh perhatian. Mereka mengubah koki baru-baru ini dan kami menyukai makanan terutama jika Anda pergi untuk gaya tradisional, Asia. Untuk menjadi jelas, ada tidak ada pantai dan Anda akan mendengar doa-doa dari masjid di dekatnya esp lebih keras pada hari Jumat. Tapi ini tidak repot-repot kami tinggal sekali. Spa juga sangat dianjurkan setelah banyak menyelam.",4,Positif,aku tinggal bersama keluarga saya sebagai bagian dari kelompok menyelam pada pertengahan februari meskipun ini adalah musim hujan dari puncak harga dan hujan dari hari menyelam kami mampu melakukan semua menyelam kami direncanakan kali menyelam hari malammandarin ikan menyelam dan viz cukup baik lokasi sangat bagus pendek min perahu penyelaman ke fantastis bunaken menyelam situs yang kelas dunia kami melihat laut berdaun naga raksasa kurakura laut belut ikan kalajengking kecil kepiting dan udang membawa kamera yang bagus dengan lensa makro menyelam operasi topnotch sangat terorganisir yang dijalankan dengan baik ada divemaster setiap penyelam mereka juga sangat memperhatikan beberapa pemula dalam kelompok kami satusatunya adalah memeriksa kebocoran gas di tank oring harus berubah beberapa kali sebelum menyelam kami resor sangat santai menyenangkan dan sangat ramah staf penuh perhatian mereka mengubah koki barubaru ini dan kami menyukai makanan terutama jika anda pergi untuk gaya tradisional asia untuk menjadi jelas ada tidak ada pantai dan anda akan mendengar doadoa dari masjid di dekatnya esp lebih keras pada hari jumat tapi ini tidak repotrepot kami tinggal sekali spa juga sangat dianjurkan setelah banyak menyelam,aku tinggal bersama keluarga sebagai bagian kelompok menyelam pertengahan februari meskipun musim hujan puncak harga hujan hari menyelam mampu melakukan semua menyelam direncanakan kali menyelam hari malammandarin ikan menyelam viz cukup baik lokasi sangat bagus pendek min perahu penyelaman fantastis bunaken menyelam situs kelas dunia melihat laut berdaun naga raksasa kurakura laut belut ikan kalajengking kecil kepiting udang membawa kamera bagus lensa makro menyelam operasi topnotch sangat terorganisir dijalankan baik divemaster penyelam sangat memperhatikan beberapa pemula kelompok satusatunya adalah memeriksa kebocoran gas tank oring berubah beberapa kali menyelam resor sangat santai menyenangkan sangat ramah staf penuh perhatian mengubah koki barubaru menyukai makanan terutama anda pergi gaya tradisional asia menjadi jelas pantai dan anda mendengar doadoa masjid dekatnya esp lebih keras hari jumat ini tidak repotrepot tinggal sekali spa juga sangat dianjurkan banyak menyelam
"Cocotinos mendapatkan semua hal-hal yang benar benar. Benar-benar profesional menyelam pusat dengan luas staf, nyaman dan nyaman kamar, makanan lezat (campuran lokal dan barat tarif, dengan mengubah menu dan super bahan segar). Tapi apa yang benar-benar membedakan cocotinos kehangatan dan keramahan stafnya. Selalu tersenyum dan mengantisipasi kebutuhan kita sebelum kita lakukan. Tinggal di cocotinos yang memungkinkan kita untuk benar-benar bisa pergi dan menikmati keindahan alam manado. Kami ingin mengucapkan terima kasih martinus (manajer yang bangun pada 530 hanya untuk mendorong kita untuk pasar lokal) dan staf untuk pengalaman tak terlupakan!",5,Positif,cocotinos mendapatkan semua halhal yang benar benar benarbenar profesional menyelam pusat dengan luas staf nyaman dan nyaman kamar makanan lezat campuran lokal dan barat tarif dengan mengubah menu dan super bahan segar tapi apa yang benarbenar membedakan cocotinos kehangatan dan keramahan stafnya selalu tersenyum dan mengantisipasi kebutuhan kita sebelum kita lakukan tinggal di cocotinos yang memungkinkan kita untuk benarbenar bisa pergi dan menikmati keindahan alam manado kami ingin mengucapkan terima kasih martinus manajer yang bangun pada hanya untuk mendorong kita untuk pasar lokal dan staf untuk pengalaman tak terlupakan,cocotinos mendapatkan semua halhal benar benar benarbenar profesional menyelam pusat luas staf nyaman nyaman kamar makanan lezat campuran lokal barat tarif mengubah menu super bahan segar apa benarbenar membedakan cocotinos kehangatan keramahan stafnya selalu tersenyum mengantisipasi kebutuhan sebelum lakukan tinggal cocotinos memungkinkan benarbenar pergi menikmati keindahan alam manado ingin mengucapkan terima kasih martinus manajer bangun hanya mendorong untuk pasar lokal staf untuk pengalaman tak terlupakan
"Kami telah dipesan untuk seminggu. Para staf yang sangat penuh perhatian, sangat ramah dan sebagian besar acommodating untuk permintaan khusus kami. Makanan biasa keluar dari menu ini tidak sangat istimewa. Kita beruntung untuk berada di sana di low season, staf bisa pergi ke pasar lokal dan membeli apa yang kita ingin makan dan menyiapkan hidangan seperti yang kita diminta. Kita tentu saja, membayar sedikit tambahan untuk seafood khusus kami yang bertugas.
Pujian yang sangat istimewa untuk pusat menyelam dan menyelam panduan/master yang telah membuat kami experiance menyelam yang paling menyenangkan yang pernah kita miliki. Kita akan kembali untuk lebih. 
Resor tidak memiliki pantai.",4,Positif,kami telah dipesan untuk seminggu para staf yang sangat penuh perhatian sangat ramah dan sebagian besar acommodating untuk permintaan khusus kami makanan biasa keluar dari menu ini tidak sangat istimewa kita beruntung untuk berada di sana di low season staf bisa pergi ke pasar lokal dan membeli apa yang kita ingin makan dan menyiapkan hidangan seperti yang kita diminta kita tentu saja membayar sedikit tambahan untuk seafood khusus kami yang bertugas pujian yang sangat istimewa untuk pusat menyelam dan menyelam panduanmaster yang telah membuat kami experiance menyelam yang paling menyenangkan yang pernah kita miliki kita akan kembali untuk lebih resor tidak memiliki pantai,telah dipesan seminggu staf sangat penuh perhatian sangat ramah sebagian besar acommodating permintaan khusus makanan biasa keluar menu sangat istimewa beruntung berada sana low season staf pergi pasar lokal membeli apa makan menyiapkan hidangan diminta tentu membayar sedikit tambahan seafood khusus bertugas pujian sangat istimewa pusat menyelam menyelam panduanmaster telah membuat experiance menyelam yang paling menyenangkan yang pernah miliki kita akan untuk lebih resor tidak memiliki pantai
Kamar yang sangat bersih dan Anda melihat bahwa banyak memikirkan diberikan untuk desain. Staf yang sangat ramah dan penuh perhatian juga. Menyelam sangat bagus layanan - cangkir dan handuk diberi semua label. Akan pasti menyelam dengan cocotinos lagi,5,Positif,kamar yang sangat bersih dan anda melihat bahwa banyak memikirkan diberikan untuk desain staf yang sangat ramah dan penuh perhatian juga menyelam sangat bagus layanan cangkir dan handuk diberi semua label akan pasti menyelam dengan cocotinos lagi,kamar sangat bersih anda melihat banyak memikirkan diberikan desain staf sangat ramah penuh perhatian menyelam sangat bagus layanan cangkir handuk diberi semua label pasti menyelam cocotinos
Kami memiliki ruangan yang sangat luas dengan semua facitilities yang kami butuhkan. Awak menyelam itu sangat membantu dan ramah. Staf di hotel lebih ramah dan melakukan segalanya untuk membuat kita merasa baik. Makanan yang sangat baik!,5,Positif,kami memiliki ruangan yang sangat luas dengan semua facitilities yang kami butuhkan awak menyelam itu sangat membantu dan ramah staf di hotel lebih ramah dan melakukan segalanya untuk membuat kita merasa baik makanan yang sangat baik,memiliki ruangan sangat luas semua facitilities kami butuhkan awak menyelam sangat membantu ramah staf hotel lebih ramah melakukan segalanya membuat merasa baik makanan sangat baik
"Menyukai layanan dari staf di hotel kecil ini. Mereka yang terus-menerus ramah dan membantu tanpa menjadi sombong.

Lokasi hotel jauh dengan baik dilihat dari Taman Nasional laut dan pasir vulkanik hitam di Teluk. Meskipun kami telah diganggu oleh anak-anak dari desa sekitarnya yang akan muncul di dinding di luar villa waterfont kami dan mencoba untuk menjual kami kerang. 

Keterpencilan berarti bahwa Anda jenis terperangkap dalam resor seperti tidak ada yang harus dilakukan dalam vacinity langsung pada tanah. Jadi tidak akan dianjurkan untuk tinggal di sini kecuali Anda menyelam. Cuaca adalah hujan dan tidak menyenangkan selama kami tinggal sehingga waktu kita di resort terbatas pada daerah kami kamar atau bar yang bisa mendapatkan sedikit membosankan setelah 4 hari.

Satu-satunya bagian yang tidak menarik dari kami tinggal adalah keras, menjengkelkan grup tamu lain tinggal di hotel. Meskipun ini bukan kesalahan dari hotel ini mungkin berguna untuk memeriksa apakah ada kelompok-kelompok besar yang memesan ke hotel sebelum pemesanan kamar Anda. Resor ini begitu kecil sulit untuk menghindari mereka!

Juga perlu diketahui bahwa untuk menerima perawatan spa Anda perlu buku kadang-kadang di muka. Dalam empat hari tinggal ada spa adalah terus-menerus sepenuhnya dipesan (meskipun lewat spa staf biasanya terlihat duduk-duduk melakukan apa-apa - jadi kami tidak yakin tentang definisi ""penuh dipesan"").

Makanan dihidangkan pada paket full board yang dapat diterima tetapi tidak fantastis dengan pengecualian dari seafood BBQ yang sangat baik. Kue buatan sendiri pandan untuk teh sore ini juga lezat.",4,Positif,menyukai layanan dari staf di hotel kecil ini mereka yang terusmenerus ramah dan membantu tanpa menjadi sombong lokasi hotel jauh dengan baik dilihat dari taman nasional laut dan pasir vulkanik hitam di teluk meskipun kami telah diganggu oleh anakanak dari desa sekitarnya yang akan muncul di dinding di luar villa waterfont kami dan mencoba untuk menjual kami kerang keterpencilan berarti bahwa anda jenis terperangkap dalam resor seperti tidak ada yang harus dilakukan dalam vacinity langsung pada tanah jadi tidak akan dianjurkan untuk tinggal di sini kecuali anda menyelam cuaca adalah hujan dan tidak menyenangkan selama kami tinggal sehingga waktu kita di resort terbatas pada daerah kami kamar atau bar yang bisa mendapatkan sedikit membosankan setelah hari satusatunya bagian yang tidak menarik dari kami tinggal adalah keras menjengkelkan grup tamu lain tinggal di hotel meskipun ini bukan kesalahan dari hotel ini mungkin berguna untuk memeriksa apakah ada kelompokkelompok besar yang memesan ke hotel sebelum pemesanan kamar anda resor ini begitu kecil sulit untuk menghindari mereka juga perlu diketahui bahwa untuk menerima perawatan spa anda perlu buku kadangkadang di muka dalam empat hari tinggal ada spa adalah terusmenerus sepenuhnya dipesan meskipun lewat spa staf biasanya terlihat dudukduduk melakukan apaapa jadi kami tidak yakin tentang definisi penuh dipesan makanan dihidangkan pada paket full board yang dapat diterima tetapi tidak fantastis dengan pengecualian dari seafood bbq yang sangat baik kue buatan sendiri pandan untuk teh sore ini juga lezat,menyukai layanan staf hotel kecil terusmenerus ramah membantu menjadi sombong lokasi hotel jauh baik dilihat taman nasional laut pasir vulkanik hitam teluk meskipun telah diganggu anakanak desa sekitarnya akan muncul dinding luar villa waterfont mencoba menjual kerang keterpencilan berarti jenis terperangkap resor dilakukan vacinity langsung tanah jadi tidak akan dianjurkan tinggal sini menyelam cuaca hujan dan tidak menyenangkan selama tinggal waktu resort terbatas daerah kamar bar bisa mendapatkan sedikit membosankan hari satusatunya bagian tidak menarik tinggal keras menjengkelkan grup tamu tinggal hotel meskipun bukan kesalahan hotel mungkin berguna memeriksa kelompokkelompok besar memesan hotel pemesanan kamar anda resor begitu kecil sulit menghindari mereka juga perlu diketahui menerima perawatan spa anda perlu buku kadangkadang di muka empat hari tinggal ada spa terusmenerus sepenuhnya dipesan meskipun lewat spa staf biasanya terlihat dudukduduk melakukan apaapa jadi kami tidak yakin definisi penuh dipesan makanan dihidangkan paket full board dapat diterima tidak fantastis pengecualian seafood bbq yang sangat baik kue buatan sendiri pandan untuk teh sore juga lezat
"Resor: Kamar kami yang dibersihkan setiap hari dan fitur utama bagi kami adalah 2 kamar mandi besar dan kamar mandi besar di suite kami.
Lokasi: Near enough to masjid untuk mendengar pagi hari doa tapi kami tidak menemukan itu gangguan besar setelah malam pertama. Yang 30 menit dari bandara dan sekitar 30 menit untuk kota Manado. Mudah diakses untuk semua menyelam tempat staf: staf sangat ramah dan tulus yang pergi keluar dari jalan mereka untuk membuat Anda tetap tak terlupakan. 
Makanan: Kami menemukan makanan sedikit berminyak tetapi seafood BBQ kami memiliki pada malam terakhir kami segar dan luar biasa! Semua hidangan daging sapi yang sangat sulit, tetapi mereka mencoba untuk membuat untuk itu dengan perubahan harian dalam menu. Buah-buah ini selalu segar dan sangat baik.",4,Positif,resor kamar kami yang dibersihkan setiap hari dan fitur utama bagi kami adalah kamar mandi besar dan kamar mandi besar di suite kami lokasi near enough to masjid untuk mendengar pagi hari doa tapi kami tidak menemukan itu gangguan besar setelah malam pertama yang menit dari bandara dan sekitar menit untuk kota manado mudah diakses untuk semua menyelam tempat staf staf sangat ramah dan tulus yang pergi keluar dari jalan mereka untuk membuat anda tetap tak terlupakan makanan kami menemukan makanan sedikit berminyak tetapi seafood bbq kami memiliki pada malam terakhir kami segar dan luar biasa semua hidangan daging sapi yang sangat sulit tetapi mereka mencoba untuk membuat untuk itu dengan perubahan harian dalam menu buahbuah ini selalu segar dan sangat baik,resor kamar dibersihkan hari fitur utama kamar mandi besar kamar mandi besar suite lokasi near enough to masjid mendengar pagi hari doa menemukan gangguan besar malam pertama menit bandara sekitar menit kota manado mudah diakses semua menyelam tempat staf staf sangat ramah tulus pergi keluar jalan membuat tetap tak terlupakan makanan menemukan makanan sedikit berminyak seafood bbq kami memiliki malam terakhir kami segar luar biasa semua hidangan daging sapi yang sangat sulit mereka mencoba membuat untuk itu perubahan harian menu buahbuah selalu segar sangat baik
"Layanan Anda sangat baik. Tidak ada keraguan tentang hal itu. DM menyelam besar, dapat melihat bahwa mereka mencoba mereka yang terbaik dalam mencari menarik kehidupan laut bagi kita untuk melihat. Dan sebagian besar importanly, keselamatan ada di sana. 4/5 Untuk kalian! Terima kasih besar untuk zainal, pelayan, bartender dan sisa awak menyelam untuk sebagian besar menyelam kami! Dari scuba merah (qianhui)",4,Positif,layanan anda sangat baik tidak ada keraguan tentang hal itu dm menyelam besar dapat melihat bahwa mereka mencoba mereka yang terbaik dalam mencari menarik kehidupan laut bagi kita untuk melihat dan sebagian besar importanly keselamatan ada di sana untuk kalian terima kasih besar untuk zainal pelayan bartender dan sisa awak menyelam untuk sebagian besar menyelam kami dari scuba merah qianhui,layanan sangat baik keraguan hal dm menyelam besar melihat mencoba mereka yang terbaik mencari menarik kehidupan laut kita melihat sebagian besar importanly keselamatan ada di sana kalian terima kasih besar zainal pelayan bartender sisa awak menyelam sebagian besar menyelam dari scuba merah qianhui
"Setelah baru saja selesai minggu saya menyelam di Manado, saya ingin mengucapkan selamat kepada staf Cocotinos untuk layanan yang luar biasa dan resor. Saya telah menemukan cara resor Cocotinos di atas standar dengan cara apapun selama menyelam resor harapan yang bersangkutan. Kamar tamu sangat nyaman, kualitas pangan (dan kuantitas) adalah cukup baik untuk memuaskan setiap perut dan staf selalu sangat penuh perhatian, ramah dan profesional. Sama berlaku untuk operator menyelam dan menyelam staf. Waktu menyelam dieksekusi segera tanpa penundaan, peralatan kualitas baik dan panduan menyelam sangat ramah. Saya akan merekomendasikan kepada siapa pun berpikir untuk menyelam di sekitar Sulawesi memberikan Cocotinos mencoba untuk menyenangkan memori. Saya telah diposting beberapa foto yang saya ambil di FB saya, Anda dipersilakan untuk melihat mereka.

Cem Saral (Juni 2010)",4,Positif,setelah baru saja selesai minggu saya menyelam di manado saya ingin mengucapkan selamat kepada staf cocotinos untuk layanan yang luar biasa dan resor saya telah menemukan cara resor cocotinos di atas standar dengan cara apapun selama menyelam resor harapan yang bersangkutan kamar tamu sangat nyaman kualitas pangan dan kuantitas adalah cukup baik untuk memuaskan setiap perut dan staf selalu sangat penuh perhatian ramah dan profesional sama berlaku untuk operator menyelam dan menyelam staf waktu menyelam dieksekusi segera tanpa penundaan peralatan kualitas baik dan panduan menyelam sangat ramah saya akan merekomendasikan kepada siapa pun berpikir untuk menyelam di sekitar sulawesi memberikan cocotinos mencoba untuk menyenangkan memori saya telah diposting beberapa foto yang saya ambil di fb saya anda dipersilakan untuk melihat mereka cem saral juni,baru selesai minggu menyelam manado ingin mengucapkan selamat staf cocotinos layanan luar biasa resor telah menemukan cara resor cocotinos atas standar cara apapun selama menyelam resor harapan bersangkutan kamar tamu sangat nyaman kualitas pangan kuantitas cukup baik memuaskan perut staf selalu sangat penuh perhatian ramah profesional sama berlaku operator menyelam menyelam staf waktu menyelam dieksekusi segera penundaan peralatan kualitas baik panduan menyelam sangat ramah akan merekomendasikan siapa berpikir menyelam sekitar sulawesi memberikan cocotinos mencoba menyenangkan memori telah diposting beberapa foto ambil fb saya anda dipersilakan melihat cem saral juni
Hotel yang sangat nyaman. Stafnya sangat ramah. Sangat strategis dari mana saja. Dekat dengan pusat perbelanjaan yang memudahkan pengunjung mencari kebutuhan pribadi mereka. Akses masuk satu pintu memberikan keamanan dan provasi bagi tamu.,5,Positif,hotel yang sangat nyaman stafnya sangat ramah sangat strategis dari mana saja dekat dengan pusat perbelanjaan yang memudahkan pengunjung mencari kebutuhan pribadi mereka akses masuk satu pintu memberikan keamanan dan provasi bagi tamu,hotel sangat nyaman stafnya sangat ramah sangat strategis mana dekat pusat perbelanjaan memudahkan pengunjung mencari kebutuhan pribadi akses masuk satu pintu memberikan keamanan provasi tamu
"Good choice buat business trip, staf nya ramah, pelayanan cepat, dinner dan breakfast nya juga enak, cocok buat staycation dengan keluarga. Selain itu, kebersihan kamarnya juga sangat baik, harus coba nginep disini lagi next timeeeee, mantaaappp deh pokoknyaaaaaaaa",5,Positif,good choice buat business trip staf nya ramah pelayanan cepat dinner dan breakfast nya juga enak cocok buat staycation dengan keluarga selain itu kebersihan kamarnya juga sangat baik harus coba nginep disini lagi next timeeeee mantaaappp deh pokoknyaaaaaaaa,good choice buat business trip staf nya ramah pelayanan cepat dinner breakfast nya enak cocok buat staycation keluarga itu kebersihan kamarnya sangat baik coba nginep disini next timeeeee mantaaappp deh pokoknyaaaaaaaa
